mois,famille,type_absence,type_contrat,catégorie,tranche_age,temps_du_total,temps_absence_total,taux_absence
2025-04,Aucune,Aucune,cdi,Bloc opératoire,Non défini,9713.6,900.0,9.265359907758194
2025-04,Aucune,Aucune,cdi,Direction,Non défini,640.0,65.0,10.15625
2025-04,Aucune,Aucune,cdi,Hygiène/Hôtellerie,20-30 ans,424.5,33.0,7.773851590106007
2025-04,Aucune,Aucune,cdi,Hygiène/Hôtellerie,30-40 ans,130.0,13.0,10.0
2025-04,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Moins de 20 ans,130.0,0.0,0.0
2025-04,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Non défini,1490.0,97.0,6.510067114093959
2025-04,Aucune,Aucune,cdi,Imagerie,20-30 ans,806.5,84.0,10.415375077495352
2025-04,Aucune,Aucune,cdi,Imagerie,30-40 ans,464.5,42.0,9.041980624327234
2025-04,Aucune,Aucune,cdi,Imagerie,40-50 ans,165.9,4.0,2.4110910186859553
2025-04,Aucune,Aucune,cdi,Imagerie,Moins de 20 ans,160.0,8.0,5.0
2025-04,Aucune,Aucune,cdi,Imagerie,Non défini,2535.0,194.0,7.652859960552267
2025-04,Aucune,Aucune,cdi,Information médicale,20-30 ans,363.5,59.0,16.23108665749656
2025-04,Aucune,Aucune,cdi,Information médicale,30-40 ans,136.0,17.0,12.5
2025-04,Aucune,Aucune,cdi,Information médicale,Non défini,1772.0,238.0,13.43115124153499
2025-04,Aucune,Aucune,cdi,Juridique,20-30 ans,96.0,8.0,8.333333333333332
2025-04,Aucune,Aucune,cdi,Juridique,Non défini,272.0,34.0,12.5
2025-04,Aucune,Aucune,cdi,Laboratoire,20-30 ans,1403.0,178.0,12.687099073414112
2025-04,Aucune,Aucune,cdi,Laboratoire,30-40 ans,360.0,0.0,0.0
2025-04,Aucune,Aucune,cdi,Laboratoire,40-50 ans,223.5,17.0,7.606263982102908
2025-04,Aucune,Aucune,cdi,Laboratoire,Moins de 20 ans,114.6,0.0,0.0
2025-04,Aucune,Aucune,cdi,Laboratoire,Non défini,4206.1,316.0,7.512897933953068
2025-04,Aucune,Aucune,cdi,Logistique,20-30 ans,936.5,118.0,12.600106780565937
2025-04,Aucune,Aucune,cdi,Logistique,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-04,Aucune,Aucune,cdi,Logistique,Non défini,2126.0,248.0,11.665098777046095
2025-04,Aucune,Aucune,cdi,Maïeutique,20-30 ans,9.6,0.0,0.0
2025-04,Aucune,Aucune,cdi,Maïeutique,Non défini,864.0,72.0,8.333333333333332
2025-04,Aucune,Aucune,cdi,Médical,20-30 ans,3895.58,412.0,10.576088798073714
2025-04,Aucune,Aucune,cdi,Médical,30-40 ans,1628.4,206.0,12.650454433800048
2025-04,Aucune,Aucune,cdi,Médical,40-50 ans,255.0,34.0,13.333333333333334
2025-04,Aucune,Aucune,cdi,Médical,Moins de 20 ans,316.0,31.0,9.81012658227848
2025-04,Aucune,Aucune,cdi,Médical,Non défini,13735.44,1422.0,10.352780835561147
2025-04,Aucune,Aucune,cdi,Pharmacie,20-30 ans,634.0,67.0,10.56782334384858
2025-04,Aucune,Aucune,cdi,Pharmacie,Moins de 20 ans,645.18,85.0,13.174617936079855
2025-04,Aucune,Aucune,cdi,Pharmacie,Non défini,4451.5,472.0,10.603167471638773
2025-04,Aucune,Aucune,cdi,Psycho-social,20-30 ans,127.5,17.0,13.333333333333334
2025-04,Aucune,Aucune,cdi,Psycho-social,Non défini,862.5,90.0,10.434782608695652
2025-04,Aucune,Aucune,cdi,Pédiatrie/néonat,20-30 ans,223.5,17.0,7.606263982102908
2025-04,Aucune,Aucune,cdi,Pédiatrie/néonat,30-40 ans,96.0,8.0,8.333333333333332
2025-04,Aucune,Aucune,cdi,Pédiatrie/néonat,Non défini,288.0,8.0,2.7777777777777777
2025-04,Aucune,Aucune,cdi,Qualité,20-30 ans,136.0,17.0,12.5
2025-04,Aucune,Aucune,cdi,Qualité,Moins de 20 ans,136.0,17.0,12.5
2025-04,Aucune,Aucune,cdi,Qualité,Non défini,832.0,73.0,8.774038461538462
2025-04,Aucune,Aucune,cdi,Recherche,20-30 ans,263.5,17.0,6.451612903225806
2025-04,Aucune,Aucune,cdi,Recherche,30-40 ans,136.0,0.0,0.0
2025-04,Aucune,Aucune,cdi,Recherche,Moins de 20 ans,192.0,8.0,4.166666666666666
2025-04,Aucune,Aucune,cdi,Recherche,Non défini,1288.0,113.0,8.773291925465838
2025-04,Aucune,Aucune,cdi,Rééducation,20-30 ans,823.0,90.0,10.935601458080194
2025-04,Aucune,Aucune,cdi,Rééducation,Non défini,2280.0,220.0,9.649122807017543
2025-04,Aucune,Aucune,cdi,Soins infirmiers,20-30 ans,5000.0,448.0,8.959999999999999
2025-04,Aucune,Aucune,cdi,Soins infirmiers,30-40 ans,2209.6,178.0,8.055756698044895
2025-04,Aucune,Aucune,cdi,Soins infirmiers,40-50 ans,728.0,46.0,6.318681318681318
2025-04,Aucune,Aucune,cdi,Soins infirmiers,Moins de 20 ans,1208.5,97.0,8.02647910633016
2025-04,Aucune,Aucune,cdi,Soins infirmiers,Non défini,25108.92,1999.0,7.961314146526415
2025-04,Aucune,Aucune,cdi,Sécurité,20-30 ans,491.0,34.0,6.924643584521386
2025-04,Aucune,Aucune,cdi,Sécurité,Non défini,658.0,29.0,4.407294832826747
2025-04,Aucune,Aucune,cdi,Techniques/bâtiment,20-30 ans,376.6,49.0,13.011152416356877
2025-04,Aucune,Aucune,cdi,Techniques/bâtiment,Moins de 20 ans,137.1,17.0,12.39970824215901
2025-04,Aucune,Aucune,cdi,Techniques/bâtiment,Non défini,949.98,119.0,12.526579506936988
2025-04,Autres,Formation,cdi,Soins infirmiers,Non défini,765.0,102.0,13.333333333333334
2025-04,Maladie,Longue maladie,cdi,Médical,30-40 ans,1657.5,221.0,13.333333333333334
2025-04,Maladie,Longue maladie,cdi,Médical,Non défini,1657.5,221.0,13.333333333333334
2025-04,Maladie,Maladie,cdd,Logistique,30-40 ans,5610.0,748.0,13.333333333333334
2025-04,Maladie,Maladie,cdd,Médical,20-30 ans,7344.0,918.0,12.5
2025-04,Maladie,Maladie,cdd,Médical,30-40 ans,7344.0,918.0,12.5
2025-04,Maladie,Maladie,cdd,Soins infirmiers,20-30 ans,4608.0,384.0,8.333333333333332
2025-04,Maladie,Maladie,cdd,Soins infirmiers,60 ans et plus,12240.0,1632.0,13.333333333333334
2025-04,Maladie,Maladie,cdd,Techniques/bâtiment,40-50 ans,2641.92,344.0,13.020833333333334
2025-04,Maladie,Maladie,cdi,Administratif,Non défini,8920.0,1136.0,12.73542600896861
2025-04,Maladie,Maladie,cdi,Administratif/médical,20-30 ans,45696.0,5712.0,12.5
2025-04,Maladie,Maladie,cdi,Administratif/médical,Non défini,14280.0,1904.0,13.333333333333334
2025-04,Maladie,Maladie,cdi,Bloc opératoire,20-30 ans,36382.5,4275.0,11.750154607297464
2025-04,Maladie,Maladie,cdi,Bloc opératoire,30-40 ans,13248.0,1104.0,8.333333333333332
2025-04,Maladie,Maladie,cdi,Bloc opératoire,Non défini,122142.5,14539.0,11.903309658800172
2025-04,Maladie,Maladie,cdi,Information médicale,Non défini,8032.5,1071.0,13.333333333333334
2025-04,Maladie,Maladie,cdi,Laboratoire,30-40 ans,87210.0,11628.0,13.333333333333334
2025-04,Maladie,Maladie,cdi,Logistique,Moins de 20 ans,5610.0,748.0,13.333333333333334
2025-04,Maladie,Maladie,cdi,Logistique,Non défini,2688.0,0.0,0.0
2025-04,Maladie,Maladie,cdi,Médical,20-30 ans,10404.0,1326.0,12.745098039215685
2025-04,Maladie,Maladie,cdi,Médical,30-40 ans,12316.5,1581.0,12.836438923395447
2025-04,Maladie,Maladie,cdi,Médical,Non défini,25989.0,3404.0,13.097849089999617
2025-04,Maladie,Maladie,cdi,Pharmacie,Non défini,5446.5,855.0,15.69815477829799
2025-04,Maladie,Maladie,cdi,Psycho-social,Moins de 20 ans,2641.92,344.0,13.020833333333334
2025-04,Maladie,Maladie,cdi,Psycho-social,Non défini,87210.0,11628.0,13.333333333333334
2025-04,Maladie,Maladie,cdi,Pédiatrie/néonat,Non défini,2880.0,240.0,8.333333333333332
2025-04,Maladie,Maladie,cdi,Rééducation,Non défini,8400.0,1120.0,13.333333333333334
2025-04,Maladie,Maladie,cdi,Soins infirmiers,20-30 ans,24360.0,3152.0,12.939244663382594
2025-04,Maladie,Maladie,cdi,Soins infirmiers,Non défini,108333.0,11879.0,10.96526450850618
2025-04,Maladie,Maladie,cdi,Techniques/bâtiment,Non défini,2688.0,336.0,12.5
2025-04,Événements familiaux,Décès,cdd,Soins infirmiers,50-60 ans,384.0,0.0,0.0
2025-04,Événements familiaux,Décès,cdi,Administratif/médical,Non défini,3315.0,442.0,13.333333333333334
2025-04,Événements familiaux,Décès,cdi,Bloc opératoire,Non défini,816.0,102.0,12.5
2025-04,Événements familiaux,Décès,cdi,Médical,30-40 ans,3315.0,442.0,13.333333333333334
2025-04,Événements familiaux,Décès,cdi,Médical,Non défini,3315.0,442.0,13.333333333333334
2025-04,Événements familiaux,Déménagement,cdi,Administratif/médical,Non défini,3315.0,442.0,13.333333333333334
2025-04,Événements familiaux,Déménagement,cdi,Médical,Non défini,1050.0,140.0,13.333333333333334
2025-04,Événements familiaux,Enfant malade,cdd,Soins infirmiers,20-30 ans,1536.0,128.0,8.333333333333332
2025-04,Événements familiaux,Enfant malade,cdd,Soins infirmiers,60 ans et plus,6120.0,816.0,13.333333333333334
2025-04,Événements familiaux,Enfant malade,cdi,Bloc opératoire,30-40 ans,4416.0,368.0,8.333333333333332
2025-04,Événements familiaux,Enfant malade,cdi,Bloc opératoire,Non défini,4416.0,368.0,8.333333333333332
2025-04,Événements familiaux,Enfant malade,cdi,Médical,30-40 ans,3315.0,442.0,13.333333333333334
2025-04,Événements familiaux,Enfant malade,cdi,Médical,Non défini,3315.0,442.0,13.333333333333334
2025-04,Événements familiaux,Enfant malade,cdi,Pharmacie,Non défini,1560.0,520.0,33.33333333333333
2025-04,Événements familiaux,Enfant malade,cdi,Rééducation,Non défini,3360.0,448.0,13.333333333333334
2025-04,Événements familiaux,Enfant malade,cdi,Soins infirmiers,Non défini,5304.0,544.0,10.256410256410255
2025-04,Événements familiaux,Mariage,cdi,Pharmacie,Non défini,544.0,68.0,12.5
2025-04,Événements familiaux,Mariage,cdi,Soins infirmiers,20-30 ans,22440.0,2992.0,13.333333333333334
2025-04,Événements familiaux,Mariage,cdi,Soins infirmiers,Non défini,11220.0,1496.0,13.333333333333334
2025-05,Absences non payées,Divers,cdi,Administratif/médical,Non défini,4590.0,612.0,13.333333333333334
2025-05,Accidentologie,Accident de travail,cdd,Médical,20-30 ans,2160.0,270.0,12.5
2025-05,Accidentologie,Accident de travail,cdd,Médical,30-40 ans,2160.0,270.0,12.5
2025-05,Accidentologie,Accident de travail,cdd,Techniques/bâtiment,40-50 ans,660.48,86.0,13.020833333333334
2025-05,Accidentologie,Accident de travail,cdi,Administratif/médical,20-30 ans,10080.0,1260.0,12.5
2025-05,Accidentologie,Accident de travail,cdi,Bloc opératoire,30-40 ans,2208.0,184.0,8.333333333333332
2025-05,Accidentologie,Accident de travail,cdi,Bloc opératoire,Non défini,12288.0,1444.0,11.751302083333332
2025-05,Accidentologie,Accident de travail,cdi,Information médicale,Non défini,1215.0,162.0,13.333333333333334
2025-05,Accidentologie,Accident de travail,cdi,Médical,20-30 ans,3780.0,486.0,12.857142857142856
2025-05,Accidentologie,Accident de travail,cdi,Médical,30-40 ans,3915.0,504.0,12.873563218390805
2025-05,Accidentologie,Accident de travail,cdi,Médical,Non défini,6060.0,790.0,13.036303630363037
2025-05,Accidentologie,Accident de travail,cdi,Psycho-social,Moins de 20 ans,660.48,86.0,13.020833333333334
2025-05,Accidentologie,Accident de travail,cdi,Rééducation,Non défini,1680.0,224.0,13.333333333333334
2025-05,Accidentologie,Accident de travail,cdi,Soins infirmiers,20-30 ans,1200.0,100.0,8.333333333333332
2025-05,Accidentologie,Accident de travail,cdi,Soins infirmiers,Non défini,600.0,50.0,8.333333333333332
2025-05,Accidentologie,Accident de travail,cdi,Techniques/bâtiment,Non défini,768.0,96.0,12.5
2025-05,Accidentologie,Maladie professionnelle,cdd,Soins infirmiers,20-30 ans,960.0,80.0,8.333333333333332
2025-05,Aucune,Aucune,apprenti,Administratif,20-30 ans,67.5,0.0,0.0
2025-05,Aucune,Aucune,apprenti,Bloc opératoire,20-30 ans,366.0,30.0,8.19672131147541
2025-05,Aucune,Aucune,apprenti,Hygiène/Hôtellerie,20-30 ans,140.0,14.0,10.0
2025-05,Aucune,Aucune,apprenti,Laboratoire,20-30 ans,56.0,0.0,0.0
2025-05,Aucune,Aucune,apprenti,Logistique,20-30 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,apprenti,Médical,20-30 ans,159.2,16.0,10.050251256281408
2025-05,Aucune,Aucune,apprenti,Soins infirmiers,20-30 ans,468.0,33.0,7.051282051282051
2025-05,Aucune,Aucune,apprenti,Sécurité,20-30 ans,100.0,0.0,0.0
2025-05,Aucune,Aucune,cdd,Administratif,20-30 ans,690.0,72.0,10.434782608695652
2025-05,Aucune,Aucune,cdd,Administratif,30-40 ans,1005.0,97.0,9.65174129353234
2025-05,Aucune,Aucune,cdd,Administratif,40-50 ans,952.5,104.0,10.918635170603675
2025-05,Aucune,Aucune,cdd,Administratif,50-60 ans,240.0,32.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Administratif,60 ans et plus,255.0,36.0,14.117647058823529
2025-05,Aucune,Aucune,cdd,Administratif,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Administratif/médical,20-30 ans,270.0,36.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Administratif/médical,30-40 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Administratif/médical,40-50 ans,240.0,32.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Administratif/médical,60 ans et plus,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Biomédical,20-30 ans,240.0,15.0,6.25
2025-05,Aucune,Aucune,cdd,Bloc opératoire,20-30 ans,1061.0,101.0,9.519321394910461
2025-05,Aucune,Aucune,cdd,Bloc opératoire,30-40 ans,120.0,18.0,15.0
2025-05,Aucune,Aucune,cdd,Bloc opératoire,40-50 ans,921.0,85.0,9.229098805646037
2025-05,Aucune,Aucune,cdd,Bloc opératoire,50-60 ans,666.0,77.0,11.561561561561561
2025-05,Aucune,Aucune,cdd,Bloc opératoire,60 ans et plus,255.0,0.0,0.0
2025-05,Aucune,Aucune,cdd,Direction,40-50 ans,120.0,15.0,12.5
2025-05,Aucune,Aucune,cdd,Hygiène/Hôtellerie,40-50 ans,60.0,0.0,0.0
2025-05,Aucune,Aucune,cdd,Hygiène/Hôtellerie,50-60 ans,140.0,0.0,0.0
2025-05,Aucune,Aucune,cdd,Imagerie,20-30 ans,382.68,33.0,8.623392913138915
2025-05,Aucune,Aucune,cdd,Imagerie,30-40 ans,216.0,10.0,4.62962962962963
2025-05,Aucune,Aucune,cdd,Imagerie,40-50 ans,124.8,10.0,8.012820512820513
2025-05,Aucune,Aucune,cdd,Imagerie,50-60 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Imagerie,60 ans et plus,129.6,1.0,0.771604938271605
2025-05,Aucune,Aucune,cdd,Imagerie,Moins de 20 ans,56.0,7.0,12.5
2025-05,Aucune,Aucune,cdd,Information médicale,20-30 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Information médicale,40-50 ans,367.0,42.0,11.444141689373296
2025-05,Aucune,Aucune,cdd,Information médicale,60 ans et plus,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Juridique,30-40 ans,120.0,15.0,12.5
2025-05,Aucune,Aucune,cdd,Laboratoire,20-30 ans,315.0,41.0,13.015873015873018
2025-05,Aucune,Aucune,cdd,Laboratoire,30-40 ans,337.0,43.0,12.759643916913946
2025-05,Aucune,Aucune,cdd,Laboratoire,40-50 ans,348.0,32.0,9.195402298850574
2025-05,Aucune,Aucune,cdd,Laboratoire,50-60 ans,195.0,26.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Logistique,20-30 ans,280.0,0.0,0.0
2025-05,Aucune,Aucune,cdd,Logistique,30-40 ans,195.0,18.0,9.230769230769232
2025-05,Aucune,Aucune,cdd,Logistique,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Médical,20-30 ans,635.0,50.0,7.874015748031496
2025-05,Aucune,Aucune,cdd,Médical,30-40 ans,673.8,71.0,10.537251409913921
2025-05,Aucune,Aucune,cdd,Médical,40-50 ans,959.6,87.0,9.066277615673197
2025-05,Aucune,Aucune,cdd,Médical,50-60 ans,1180.0,126.0,10.677966101694915
2025-05,Aucune,Aucune,cdd,Médical,60 ans et plus,270.0,36.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Pharmacie,20-30 ans,375.0,32.0,8.533333333333333
2025-05,Aucune,Aucune,cdd,Pharmacie,30-40 ans,200.0,0.0,0.0
2025-05,Aucune,Aucune,cdd,Pharmacie,40-50 ans,105.0,14.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Pharmacie,Moins de 20 ans,9.6,0.0,0.0
2025-05,Aucune,Aucune,cdd,Psycho-social,40-50 ans,202.5,18.0,8.88888888888889
2025-05,Aucune,Aucune,cdd,Pédiatrie/néonat,20-30 ans,9.6,1.0,10.416666666666668
2025-05,Aucune,Aucune,cdd,Pédiatrie/néonat,Moins de 20 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Qualité,20-30 ans,192.0,24.0,12.5
2025-05,Aucune,Aucune,cdd,Qualité,Moins de 20 ans,120.0,15.0,12.5
2025-05,Aucune,Aucune,cdd,Recherche,30-40 ans,240.0,30.0,12.5
2025-05,Aucune,Aucune,cdd,Rééducation,20-30 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Rééducation,50-60 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Rééducation,60 ans et plus,240.0,32.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Rééducation,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-05,Aucune,Aucune,cdd,Soins infirmiers,20-30 ans,3039.0,291.0,9.575518262586376
2025-05,Aucune,Aucune,cdd,Soins infirmiers,30-40 ans,1517.18,116.0,7.645763851355805
2025-05,Aucune,Aucune,cdd,Soins infirmiers,40-50 ans,1319.0,103.0,7.808946171341925
2025-05,Aucune,Aucune,cdd,Soins infirmiers,50-60 ans,1727.0,136.0,7.87492762015055
2025-05,Aucune,Aucune,cdd,Soins infirmiers,60 ans et plus,561.0,42.0,7.4866310160427805
2025-05,Aucune,Aucune,cdd,Soins infirmiers,Moins de 20 ans,503.0,27.0,5.36779324055666
2025-05,Aucune,Aucune,cdd,Sécurité,20-30 ans,120.0,0.0,0.0
2025-05,Aucune,Aucune,cdd,Sécurité,60 ans et plus,100.0,0.0,0.0
2025-05,Aucune,Aucune,cdd,Techniques/bâtiment,20-30 ans,149.4,19.0,12.717536813922356
2025-05,Aucune,Aucune,cdd,Techniques/bâtiment,40-50 ans,270.0,36.0,13.333333333333334
2025-05,Aucune,Aucune,cdi,Administratif,20-30 ans,3281.0,310.0,9.448338921060651
2025-05,Aucune,Aucune,cdi,Administratif,30-40 ans,671.0,89.0,13.263785394932937
2025-05,Aucune,Aucune,cdi,Administratif,40-50 ans,405.0,54.0,13.333333333333334
2025-05,Aucune,Aucune,cdi,Administratif,Moins de 20 ans,315.6,40.0,12.674271229404308
2025-05,Aucune,Aucune,cdi,Administratif,Non défini,8632.5,880.0,10.19403417318274
2025-05,Aucune,Aucune,cdi,Administratif/médical,20-30 ans,405.0,54.0,13.333333333333334
2025-05,Aucune,Aucune,cdi,Administratif/médical,30-40 ans,120.0,18.0,15.0
2025-05,Aucune,Aucune,cdi,Administratif/médical,Moins de 20 ans,270.0,18.0,6.666666666666667
2025-05,Aucune,Aucune,cdi,Administratif/médical,Non défini,1852.5,244.0,13.171390013495277
2025-05,Aucune,Aucune,cdi,Biomédical,20-30 ans,831.0,68.0,8.182912154031289
2025-05,Aucune,Aucune,cdi,Biomédical,30-40 ans,19.2,2.0,10.416666666666668
2025-05,Aucune,Aucune,cdi,Biomédical,Non défini,1168.0,96.0,8.21917808219178
2025-05,Aucune,Aucune,cdi,Bloc opératoire,20-30 ans,2273.1,202.0,8.88654260701245
2025-05,Aucune,Aucune,cdi,Bloc opératoire,30-40 ans,413.1,56.0,13.55603969983055
2025-05,Aucune,Aucune,cdi,Bloc opératoire,40-50 ans,120.0,18.0,15.0
2025-05,Aucune,Aucune,cdi,Bloc opératoire,Moins de 20 ans,928.5,97.0,10.44695745826602
2025-05,Aucune,Aucune,cdi,Bloc opératoire,Non défini,10055.1,921.0,9.159530984276635
2025-05,Aucune,Aucune,cdi,Direction,Non défini,568.0,57.0,10.035211267605634
2025-05,Aucune,Aucune,cdi,Hygiène/Hôtellerie,20-30 ans,432.0,34.0,7.87037037037037
2025-05,Aucune,Aucune,cdi,Hygiène/Hôtellerie,30-40 ans,140.0,14.0,10.0
2025-05,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Moins de 20 ans,140.0,0.0,0.0
2025-05,Aucune,Aucune,cdi,Hygiène/Hôtellerie,Non défini,1580.0,102.0,6.455696202531645
2025-05,Aucune,Aucune,cdi,Imagerie,20-30 ans,873.0,88.0,10.080183276059564
2025-05,Aucune,Aucune,cdi,Imagerie,30-40 ans,480.0,43.0,8.958333333333334
2025-05,Aucune,Aucune,cdi,Imagerie,40-50 ans,173.4,4.0,2.306805074971165
2025-05,Aucune,Aucune,cdi,Imagerie,Moins de 20 ans,176.0,7.0,3.977272727272727
2025-05,Aucune,Aucune,cdi,Imagerie,Non défini,2618.0,193.0,7.372039724980901
2025-05,Aucune,Aucune,cdi,Information médicale,20-30 ans,354.5,55.0,15.514809590973202
2025-05,Aucune,Aucune,cdi,Information médicale,30-40 ans,120.0,15.0,12.5
2025-05,Aucune,Aucune,cdi,Information médicale,Non défini,1767.0,234.0,13.242784380305602
2025-05,Aucune,Aucune,cdi,Juridique,20-30 ans,108.0,9.0,8.333333333333332
2025-05,Aucune,Aucune,cdi,Juridique,Non défini,240.0,30.0,12.5
2025-05,Aucune,Aucune,cdi,Laboratoire,20-30 ans,1409.5,173.0,12.273855977296915
2025-05,Aucune,Aucune,cdi,Laboratoire,30-40 ans,375.0,0.0,0.0
2025-05,Aucune,Aucune,cdi,Laboratoire,40-50 ans,243.0,18.0,7.4074074074074066
2025-05,Aucune,Aucune,cdi,Laboratoire,Moins de 20 ans,114.6,0.0,0.0
2025-05,Aucune,Aucune,cdi,Laboratoire,Non défini,4450.1,321.0,7.213321048965191
2025-05,Aucune,Aucune,cdi,Logistique,20-30 ans,951.0,119.0,12.513144058885384
2025-05,Aucune,Aucune,cdi,Logistique,Moins de 20 ans,105.0,14.0,13.333333333333334
2025-05,Aucune,Aucune,cdi,Logistique,Non défini,2136.0,251.0,11.750936329588015
2025-05,Aucune,Aucune,cdi,Maïeutique,20-30 ans,9.6,0.0,0.0
2025-05,Aucune,Aucune,cdi,Maïeutique,Non défini,1044.0,87.0,8.333333333333332
2025-05,Aucune,Aucune,cdi,Médical,20-30 ans,4132.08,434.0,10.503184836692418
2025-05,Aucune,Aucune,cdi,Médical,30-40 ans,1725.9,218.0,12.631091024972477
2025-05,Aucune,Aucune,cdi,Médical,40-50 ans,270.0,36.0,13.333333333333334
2025-05,Aucune,Aucune,cdi,Médical,Moins de 20 ans,300.0,29.0,9.666666666666666
2025-05,Aucune,Aucune,cdi,Médical,Non défini,14399.44,1486.0,10.319845771780013
2025-05,Aucune,Aucune,cdi,Pharmacie,20-30 ans,656.0,69.0,10.518292682926829
2025-05,Aucune,Aucune,cdi,Pharmacie,Moins de 20 ans,682.68,90.0,13.183336262963616
2025-05,Aucune,Aucune,cdi,Pharmacie,Non défini,4347.0,464.0,10.674028065332413
2025-05,Aucune,Aucune,cdi,Psycho-social,20-30 ans,135.0,18.0,13.333333333333334
2025-05,Aucune,Aucune,cdi,Psycho-social,Non défini,892.5,92.0,10.308123249299719
2025-05,Aucune,Aucune,cdi,Pédiatrie/néonat,20-30 ans,243.0,18.0,7.4074074074074066
2025-05,Aucune,Aucune,cdi,Pédiatrie/néonat,30-40 ans,120.0,10.0,8.333333333333332
2025-05,Aucune,Aucune,cdi,Pédiatrie/néonat,Non défini,348.0,10.0,2.8735632183908044
2025-05,Aucune,Aucune,cdi,Qualité,20-30 ans,120.0,15.0,12.5
2025-05,Aucune,Aucune,cdi,Qualité,Moins de 20 ans,120.0,15.0,12.5
2025-05,Aucune,Aucune,cdi,Qualité,Non défini,736.0,65.0,8.831521739130435
2025-05,Aucune,Aucune,cdi,Recherche,20-30 ans,255.0,15.0,5.88235294117647
2025-05,Aucune,Aucune,cdi,Recherche,30-40 ans,120.0,0.0,0.0
2025-05,Aucune,Aucune,cdi,Recherche,Moins de 20 ans,216.0,9.0,4.166666666666666
